pmid,ref_list
6419725,"['7041888', '6190172', '6349615', '6351851', '6418142']"
2137335,"['2439065', '2822007', '2839148', '2930455', '2529850', '6419725']"
2439065,"['2998348', '6190172', '6419725', '6324207', '6089749', '6149747', '2983326', '2409961', '2865952']"
2825659,"['4464842', '6349616', '6419725', '2865952', '2422313', '3548708', '2439065', '2822007']"
2849100,"['6149747', '2825659']"
2983326,['7052059']
14915949,['14915950']
14071509,['14071512']
14340054,['14915949']
5859025,"['14222816', '14042126']"
6061717,"['5915319', '13941333', '14468625', '14468626']"
5765759,"['5859025', '6061717']"
4105112,"['6061717', '5765759']"
7208352,['6254001']
7145702,"['370832', '370833', '386282', '6933438', '7208352', '6117826']"
6601175,"['6984061', '6401795', '88050', '6445398', '6966320', '6265934', '6270681', '6975943', '6172538', '6174677', '6180121']"
2997718,['6364040']
6224884,"['29936', '6974759', '6980823', '1092798', '6967725', '7016746', '6456222']"
6364040,['7145702']
2413157,"['88050', '6165018', '7027264', '6185617', '6434689']"
2939172,"['88050', '6224884']"
6118137,"['4923920', '6967725']"
2933249,['6980823']
2936864,"['6456222', '6224884', '6092512']"
3327687,"['6225125', '6196430', '4062888', '2954816', '7153706']"
4062888,"['7153706', '6225125', '6196430', '3871945']"
3528378,"['6196430', '6096477']"
2954816,"['7153708', '6225125', '6196430', '4062888', '3511446']"
2982885,['6270680']
3013899,"['2982885', '6270680']"
6967725,['29936']
4737292,['5862401']
6966400,"['1092798', '1083888', '315070']"
6764536,"['315070', '6966400']"
3160805,"['6304712', '6083565']"
2419470,"['3919143', '3920341', '6969782', '6234599', '6093124']"
3024129,"['2866223', '3484551']"
6785749,"['1092798', '1092799', '1083891']"
6322187,"['1092799', '6785749', '1092798']"
6432933,['6412230']
3925454,"['6785749', '6322187', '3918306']"
3932582,"['6432933', '6439816', '3873068', '3873071']"
3484551,"['6983561', '3871950']"
3877937,"['6432933', '3873068', '3873071']"
3487787,"['6983561', '6432933', '3873068', '3873071', '3484551']"
7027264,['88050']
7153706,['7027264']
7153708,['6271809']
6190974,"['7153708', '6185614']"
6096477,"['6196430', '7153706', '6874946', '6225125']"
376774,"['216763', '368287']"
6997425,['216763']
6448907,['376774']
6816896,['6448907']
3156206,"['7153706', '7153708']"
3932579,"['6411853', '6434688']"
2939170,"['6190974', '6411853', '6225125', '6196430', '6434688', '7153708']"
3537192,"['7153708', '6225125', '6196430', '6096477', '2939170']"
3025331,"['3537192', '7153708', '6190974', '3156206']"
6185614,"['6456222', '6448907']"
6196430,"['7153706', '7153708']"
6425450,"['6177817', '6411853']"
216763,['368287']
368287,['216763']
512587,"['216763', '376774']"
6175565,"['216763', '368287', '376774']"
7068848,"['376774', '512587', '6256463']"
6177817,['6156984']
7130393,"['376774', '6256463', '6271809']"
7153714,"['216763', '368287', '376774', '6256463', '6271809']"
6308049,"['216763', '376774', '512587', '6256463', '6271809', '7068848', '7130393', '7153714']"
6256463,"['216763', '376774', '512587']"
6271809,"['6256463', '216763', '376774', '512587']"
6165018,"['6966400', '88050', '315070', '1092798']"
6454755,"['1092799', '88050', '315070', '6165796']"
6975943,['88050']
6981813,"['315070', '6975943']"
6185617,"['315070', '6966400', '6778952', '6165018']"
6134665,['6273911']
6602985,"['6966400', '6165796', '6981813', '6984061', '6185617', '6601175']"
6316339,"['6185617', '6601175', '6412230']"
6231642,"['315070', '6966400', '6165018', '6981813', '6185617']"
6232337,"['6185617', '6601175', '6316339']"
3010324,['2418146']
3856875,"['6185617', '6601175', '6602985', '6604124', '6316339', '6142077', '6232337']"
2418146,"['3159820', '6165796', '7027264', '6185617', '6601175', '6142077']"
3020545,"['1092798', '7027264', '6975943', '6185617', '6601175', '6412230', '6142077', '6200564', '2418146', '3010324']"
3033645,"['3856875', '2418146', '3010324', '3489060', '3028776']"
6974759,['6967725']
29936,"['1083887', '1083888', '1085324', '1092798']"
7016746,"['29936', '6967725']"
6456222,"['1092798', '29936', '7016746']"
6200564,"['88050', '6454755', '6975943', '6981813', '6984061']"
6334313,['6200564']
2981766,"['6980823', '7016746', '6265934', '6270680']"
1092798,['1092799']
822115,"['1092799', '1092798']"
88050,['1092798']
6156984,"['1092798', '1085324', '88050']"
6165796,"['6156984', '1092798', '1083887', '1083888', '88050', '315070']"
6166718,"['1092798', '1085324', '822115', '88050', '6156984', '6165796']"
6440142,['6165796']
2862025,['6118137']
6393058,"['7208352', '6364040', '6364041']"
6364041,['7145702']
315070,"['1092799', '1083888']"
6984061,"['6270680', '88050', '6966400', '6165018', '6165796', '6454755', '6975943', '6981813']"
2932518,"['3159821', '6967725', '7016746', '6456222', '6984061', '6224884', '6200564', '6334313', '2981766', '29936']"
3086886,"['3932064', '6454755', '6984061', '6200564']"
6847613,['4923920']
6688990,['6847613']
2986594,['486089']
3858818,['6847613']
3709520,"['6688990', '2986594', '3858818']"
2422313,"['6847613', '2986594']"
3718481,['6847613']
3722267,"['6847613', '3858818']"
3461472,"['3709520', '6847613', '6688990']"
3019317,['6349616']
3489808,"['2986594', '2422313']"
3534892,"['6265934', '6270680', '6304712', '6326098']"
2877998,"['6118137', '6142077']"
2880714,"['6142077', '3858818', '3709520']"
3593210,"['2986594', '3718481', '3461472']"
6458039,"['315070', '6966400', '6969782']"
6983562,['7038025']
6604124,"['6983562', '6185617', '6601175']"
6092512,"['6983562', '6606015']"
6093124,['6231642']
3920341,"['6092512', '6983562', '7153708', '6185617', '6601175', '6604124', '6316339', '6092510']"
6270680,"['6966400', '6265934']"
6405384,"['6265934', '6270680']"
6303315,"['6265934', '6270680']"
6304712,['6270680']
6151393,"['6127070', '6351851', '6089749', '4464842']"
3973018,"['6966400', '6945311']"
3855866,['6945311']
7031658,"['4214106', '4423492']"
6127070,['4464842']
6600266,"['315070', '6966400']"
4423492,"['4923920', '4214106']"
2865952,"['2409961', '6190172', '6349615', '6419725', '6149747', '4464842']"
3909153,"['4423492', '7016112']"
2428842,"['6945311', '6440142', '3973018']"
3546102,"['4423492', '6351851', '3539105', '6149747', '3890837']"
6135417,['6127070']
2822007,"['3548708', '2865952']"
4214106,"['5862401', '4423492']"
6571733,"['6945311', '6270680', '6981813']"
3481263,"['6419725', '6149747', '6151393', '3890837', '2865952', '3909153', '3539105', '4214106', '7016112', '6349615', '6349616', '6351851', '6418142', '2880714', '3546102', '3548708']"
2883656,"['6175720', '6093124']"
2945890,['3873071']
3496417,"['6432933', '3932582', '3090545', '3098893', '3494245', '3086481', '3014035']"
6969782,['6966400']
6175720,"['6966400', '6969782']"
6206184,['6600267']
2417941,['6093124']
2995979,['6322187']
3088206,"['3874257', '6600267']"
6425835,['6296789']
2421253,"['6326129', '6096124']"
3083415,"['6326129', '6438633', '6512493']"
3088570,['6330526']
3030728,"['3096716', '6806823', '2991895']"
6438633,"['6326129', '6330526']"
6512493,"['10872333', '6425835']"
3079910,"['6512493', '6438633']"
2939459,['6512493']
3011406,"['10872333', '6425835', '6330526', '6087293']"
3011412,"['6806823', '6412070', '6425835', '6087293', '6438631']"
6216259,"['6448907', '6785749']"
3720730,['6425835']
6330526,['6296789']
6438631,"['6425835', '6330526']"
2998757,"['10872333', '6425835', '6330526', '6438631']"
3090517,['6412070']
3092186,"['3011412', '6087293']"
3462701,"['6425835', '6438631']"
3095838,"['6425835', '2998757', '3720730', '3462701', '6438631']"
3537963,"['6296789', '6425835', '6438631', '3011406', '2998757']"
3786139,"['3537963', '6425835', '6438631']"
3102227,"['6425835', '2998757', '3011406', '3011412']"
3095795,"['10872333', '3011412', '6326129', '6425835', '6512493', '3927296', '3079910']"
3036487,"['10872333', '3537963', '6425835', '3011406']"
3039350,"['10872333', '6087293', '6512493', '2939459', '3011412', '3092186', '3019664', '3025633', '3025641']"
2991895,['6425835']
3029666,['2991895']
3470759,"['3088206', '6806823', '6086308']"
3025588,['6425835']
3025633,"['10872333', '6512493', '2939459', '3011406', '3011412']"
3110599,"['3927296', '3019664', '10872333', '6326129', '6425835', '6330526', '6438631', '6438633', '6096124']"
3683390,"['2998757', '3011412']"
3025857,"['6425835', '3011406']"
3031454,"['6330526', '3011406']"
3039464,['3011412']
3665875,"['3011412', '3095795']"
3691478,"['10872333', '6438633']"
3501368,"['10872333', '3102227']"
6087293,['10872333']
3031612,"['3462701', '3019664', '3095795', '3102227', '10872333', '6425835', '6438631', '6512493', '2998757', '2939459', '3011412', '3720730']"
2825168,"['3011406', '3036487']"
2826126,"['3036487', '3011406', '3019664', '3025633']"
3122182,"['6425835', '6438631', '2998757', '3462701', '3095838']"
2832747,"['3038516', '2939459', '3011412', '3095795']"
3125549,"['6438631', '3011406', '3036487', '3038516']"
3549960,"['6124578', '6600267', '6609363']"
3772297,['6425835']
3491296,"['6185617', '6234599', '6332315']"
3259318,"['6425835', '6438631', '3462701', '3772297', '3095838', '3786139', '3025857', '3470759']"
6432935,['6981813']
3266655,"['6600267', '3501368', '3396541', '6316339', '3487610', '2425036', '2884272']"
2847918,"['3011406', '3501368', '6330526']"
2429321,['6086308']
3359997,['3097644']
2492664,"['3097644', '3359997']"
2854057,"['6326129', '6330526', '6438633', '6096124', '3921826', '3927296', '3936022']"
6326129,['10872333']
2579186,"['7038025', '6412070']"
6096124,"['6326129', '10872333']"
3921826,['10872333']
3924592,['6330526']
3927296,"['6326129', '6096124', '3921826', '10872333']"
3929252,['6273911']
3936022,"['3921826', '6326129', '10872333', '6096124']"
4092693,"['6326129', '6086308', '6438631', '6096124', '3921826', '3927296', '10872333']"
3097644,['6438633']
2445887,"['3494245', '3079910', '3485174']"
3122178,"['2991895', '3029666']"
6778952,"['1092798', '1092799', '1083887']"
6791163,['6778952']
6788882,"['6156984', '6165796']"
6977012,"['6156984', '6165796']"
6600267,"['6165796', '6788882', '6977012', '6124578', '1092798', '1092799', '1083888', '6156984']"
6609363,['6600267']
2416866,"['6977012', '6600267', '6609363', '3874257']"
2945204,"['6600267', '6609363', '3874257', '2416866']"
2443446,"['6609363', '2416866']"
6156457,"['1092798', '1092799', '1083887', '315070']"
1700054,"['3117530', '3096716', '2463165', '3264787', '2113468', '6086308', '6600267']"
1903427,"['2358782', '2352948', '2463165', '3264787', '2113468']"
2117638,"['2501791', '2463161']"
8350062,"['3264786', '2584932', '2332734', '2113468', '2358782', '2117638', '1700054', '1827140', '1903427', '1722338', '6086308']"
2848920,"['6086308', '3929252', '3096716', '3035056', '3123216']"
3035056,"['6273911', '6086308', '2991895', '3929252']"
2117639,"['3117530', '2501791', '2303036']"
1824858,['2572671']
1608941,"['1824857', '1986381', '2033373', '2572671', '1824858']"
1535367,"['2572671', '1824857', '6166718', '1824858']"
1402681,"['1535367', '1824857', '1824858', '1986381', '2109035', '2141628']"
8245775,"['1608941', '1402681', '6166718', '2572671', '1824857', '1535367']"
8046340,"['8046341', '1824857', '1824858', '2033373', '1608941']"
1986381,"['2109035', '2141628', '2950524']"
7038025,['6785749']
6439816,"['7038025', '6983562']"
3926483,['6273911']
2109035,"['3092224', '2950524', '2463632']"
2463632,['2950524']
3130629,"['3874257', '2425036', '6086308']"
3133444,"['6086308', '2425036']"
3117530,"['2430794', '6425835']"
2463161,"['6231642', '3088206', '2430794', '3117530']"
3264786,"['6438633', '3123216', '2463161']"
2572671,"['3092224', '2950524']"
1092799,['1092798']
1083888,"['1092799', '1092798', '1083887']"
187714,['1092798']
1085324,"['1092799', '1092798', '1083888', '1083887']"
1083891,"['1092799', '1092798', '1083888']"
1083887,"['1092799', '1092798', '1083888']"
6983561,['7038025']
2990915,['6329746']
3484823,['2990915']
3014035,"['3925454', '2990915', '3160805']"
3090545,"['6322187', '6432933', '3918306', '3873068', '3873071', '3932582']"
6329746,['6967725']
3499611,"['3160805', '2418146', '3489060']"
3127525,['3499611']
6332315,['6304712']
3489060,"['6142077', '6234599', '3159820', '2418146', '3010324', '6601175', '6412230']"
3098893,"['3090545', '6432933', '3919143', '3873068', '3932582', '3086481']"
2965738,"['2950524', '3499611']"
2643102,['3258354']
6124578,"['1092798', '1085324', '6156984']"
6423764,"['6801183', '6600267']"
2539597,['3092186']
1898658,"['3117530', '2463161', '2430794', '2501791', '3264786', '3926483', '2117638', '2154371', '2117639', '2114976', '3133444', '3137575']"
3123216,"['6412070', '6086308', '6438633', '3929252', '2425036', '3096716', '10872333']"
2430794,"['6093124', '6086308']"
2501791,"['3258819', '3123216', '6273911', '2425036', '2430794', '3117530']"
3258819,"['2430794', '3117530']"
2141629,"['2521388', '2501791']"
2154371,"['6270681', '2303036', '6601175', '6316339', '2950524', '3264786', '2463161']"
2114976,"['6270681', '3117530', '3123216', '3264786', '2463161']"
2303036,"['2154371', '10872333', '6438633', '3123216', '3264786', '2463161']"
2970635,"['6195289', '2950524', '3496420']"
2499651,"['3264787', '6609363', '3874257', '2416866', '3045250']"
1974916,"['6600267', '6609363', '3874257', '2413157', '2880714', '2463165', '2358782']"
3262873,"['6977012', '6600267', '6423764', '6609363', '3874257']"
2113468,"['3096716', '3874257', '3264787', '2463165']"
3264787,"['6609363', '3874257', '2463165']"
2463165,"['3262873', '6609363', '3874257']"
2474759,"['6142077', '6086308', '2896758']"
2453060,"['3501121', '3499611']"
3258352,"['6195289', '2995979']"
3501121,['3484551']
1825140,"['2453060', '3501121']"
2470087,['2937055']
2937055,"['6092510', '3160805']"
2944981,"['3005464', '3081898', '6090574', '3160805', '2937055']"
2947968,"['2937055', '6090574', '6083565', '3160805']"
6434689,"['7038025', '6192435', '6412230', '6606015']"
6092510,['6231642']
3871950,"['6983561', '6412230']"
3873068,"['6432933', '6434689']"
3873071,['6432933']
6192435,"['6966400', '6156457', '6165796', '6273911']"
6606015,"['7038025', '6412230']"
2555171,"['2990915', '3484823', '3014035', '3098894']"
3680385,['2862025']
3041370,['6438633']
2307934,"['2530587', '3932582', '3086481', '3494245', '3496417']"
1697263,"['3160805', '2530587', '2530580', '2530579']"
2530580,"['3160805', '2937055', '2944981']"
2530579,"['3160805', '2937055', '2944981', '2947968']"
2527495,"['6090574', '2937055', '2944981', '3160805']"
1996324,['2989411']
2147515,"['3098894', '3116143']"
3099287,"['6326098', '6090574']"
2000405,"['2467293', '2296573', '2352954']"
2155425,"['6090574', '3098894', '3108887', '3110786', '2467293', '2555171']"
2138330,['315070']
2249656,"['2296573', '3098894']"
2784485,"['2983318', '2989411', '3005464', '3098894', '3099289', '3031195', '3031660']"
3031660,"['3099289', '6090574', '3005464', '3086875', '3098894']"
3116145,"['6090574', '3005464', '3081898', '3108887', '3098894', '3099289', '3031195', '3031660']"
3263468,"['3081898', '3098894', '3099289', '3031195', '3031660', '3116143', '3116145', '6090574']"
2007186,"['6412230', '6090574', '3098894', '3099289', '3031195', '3116143', '3116145', '2784485', '2467293']"
3098894,"['6231642', '6090574', '3005464', '2983318', '2989411']"
3116143,"['3031195', '6231642', '6090574', '6434688', '2983318', '2989411', '3098894', '3099289']"
1698909,"['3098894', '3110786', '3116145', '3116143', '2467293', '2784485', '3263468', '6090574', '6434688', '3031195', '3031660']"
2296573,"['6412230', '3086875', '3098894', '3099289', '2950524', '3031195', '3031660', '3116143', '3116145', '2467293']"
2352954,"['2296573', '6090574', '3098894', '3099289', '2832509']"
2832509,"['6090574', '3081898', '3098894', '3099289']"
2866223,['2983318']
2983318,['6231642']
2989411,['6090574']
3099289,"['3081898', '6090574', '2989411', '3005464']"
3108887,"['3099289', '6090574', '2989411', '3081898', '3086875', '3098894']"
1708096,['3116143']
1652056,"['2000405', '1996324', '6090574']"
1557373,['2000405']
1396555,['2555171']
3005464,"['6434689', '2983318', '6090574']"
3879814,['6332315']
2501514,['3034589']
2169613,"['2307934', '2155425', '2555171']"
3081898,"['6412230', '6090574']"
3086875,"['2983318', '2989411', '6090574']"
6434688,['6196430']
3110786,"['3099289', '3108887', '6090574', '6434688']"
3097640,"['6412230', '3086875', '6090574', '2989411', '2866223']"
3294335,"['3485174', '3088206', '3470759', '6412070', '6086308', '3874257']"
1973832,"['2989411', '2467293']"
2007858,"['3258354', '2522498', '2788279', '2324686']"
2850164,"['3099287', '6087293']"
2349230,['3494245']
1988951,"['2850164', '2787384', '2324686']"
2162479,['6438633']
3496420,['3487610']
2521388,"['6351851', '2971756', '4214106', '4423492', '7031658', '6571733', '6438633', '3909153', '3539105', '3546102', '3481263', '2968607']"
2500661,"['6185617', '3496420']"
1990288,"['2788279', '3088206', '2827008', '2784210', '2522498', '2408044', '2324686']"
1905338,"['6195289', '2950524']"
3137575,"['6425835', '2430794', '3117530']"
2408044,"['2827008', '3501371', '2787384', '2474759']"
1825810,['3313277']
1346335,"['1898658', '2117638', '2463161', '2784210', '3500258', '3117530', '3501371', '6086308', '1991449', '2117639', '2787384']"
1371359,['1711568']
2141628,"['2950524', '2109035']"
6983558,"['1085324', '6445398']"
3490534,['29936']
2528147,"['6224884', '2936864', '2939172', '2440674']"
3485174,"['6448907', '6600267', '6412070', '6423764']"
3495433,"['6090574', '3932582', '3086481']"
6195289,"['6966400', '6165796', '315070']"
6127371,['6974759']
3487610,"['6778952', '6185617', '6195289']"
3921650,"['6090574', '6412230']"
2884272,"['6185617', '6601175', '6195289', '6316339', '6142077', '3487610']"
3500264,['6195289']
3108443,"['6412230', '6090574']"
3871945,['6225125']
6801183,['187714']
3086480,"['315070', '6412230']"
6234599,"['6602985', '6165018', '6185617']"
3919143,['6234599']
3092224,"['6185617', '6601175', '6602985', '6234599', '3919143']"
4874971,['5862401']
5821728,['4874971']
4921277,['5821728']
1180890,['4517681']
4517681,['5821728']
656075,"['4464842', '136963']"
6091101,"['6265934', '6270680']"
3548401,['6600266']
2884319,"['6196430', '6096477', '3528378']"
2891780,['3548401']
7016112,"['4214106', '4423492', '4464842', '486090', '7011318']"
6349615,"['486090', '7011318', '7016112', '7031658', '7041888', '7052059', '6349616', '4214106', '4423492', '4464842']"
6190172,"['7016112', '7052059', '4423492', '4464842', '962853', '486089']"
6349616,"['4464842', '136963', '486090', '6349615']"
6418142,"['7016112', '6190172', '6349615', '6349616', '6351851']"
6149747,"['4423492', '7052059', '6190172', '6304695', '6349615', '6351851', '6419725']"
3890837,"['4423492', '4464842', '136963', '7016112', '7031658', '6190172', '6349615', '6351851', '6418142', '6149747', '6419725']"
2409961,"['7052059', '6190172', '6351851', '6419725', '6149747']"
2998348,"['2409961', '6351851', '6419725', '6149747', '6190172']"
1065904,['4923920']
6083565,"['7145702', '6364040', '6364041']"
3918306,['6322187']
3022280,['3011406']
3034589,['3022280']
3876930,"['6322187', '3918306', '3925454', '6785749']"
3891903,"['6337231', '6371025']"
1977320,"['6337231', '6365376', '1699424']"
1699424,"['1977320', '6151393', '3891903', '6371025', '6337231', '6600266', '6752952', '2521388']"
1988221,"['6337231', '6365376']"
6371025,"['6752952', '6600266', '6337231']"
6365376,"['6752952', '6337231']"
6337231,['6752952']
6752952,['136963']
2413764,"['6752952', '6337231', '6365376']"
2469765,"['6412230', '3116143', '2823259', '3500258', '3501371']"
2584932,"['2430794', '3501371', '2469765', '3260035', '3258354', '2463161', '2784210']"
3096716,"['6086308', '2991895']"
2839148,"['2822007', '4464842', '486089', '7011318', '6349615', '2865952']"
2930455,"['2839148', '4464842', '6419725', '6089749', '3461472', '2439065', '2822007']"
2529850,"['4464842', '7041888', '6419725', '2822007', '2825659', '2839148', '2930455', '2439065']"
2139778,"['2529850', '2137335', '6419725', '2439065', '2822007', '2825659', '2839148', '2930455']"
7041888,"['4214106', '4423492']"
6324207,['7052059']
6089749,"['4464842', '136963', '6419725', '6349615', '6351851', '6418142']"
3548708,"['6349615', '6349616', '6351851', '3890837']"
14915950,['14915949']
14071512,['14071509']
14222816,['14042126']
14042126,"['14468625', '14468626']"
5915319,['14468626']
13941333,"['14468625', '14468626']"
14468625,['14468626']
14468626,['14468625']
6254001,"['370832', '370833']"
370832,['370833']
370833,['370832']
386282,['370833']
6933438,['370832']
6117826,"['7208352', '370832', '370833']"
6401795,['7027264']
6445398,['6966320']
6966320,['1085324']
6265934,['6966400']
6270681,"['6156984', '6265934', '6270680']"
6172538,['6156984']
6174677,['6785749']
6180121,['6172538']
16927957,"['16277606', '3488550']"
16277606,"['8019746', '11532965']"
3488550,"['14392240', '6172582', '6132387']"
8019746,['1797334']
11532965,"['7969144', '10673502', '9356439', '9447965', '9819381', '9891084']"
8170966,"['6289955', '2158835', '2043924', '1653072', '1664765', '1565658', '1327382', '8380639', '8382735']"
10385247,"['1565658', '8170966']"
9484853,['8590984']
7679023,"['1665729', '2158835']"
6958342,"['6267608', '6933488']"
14392240,"['13130789', '14392241']"
6172582,['14392240']
6132387,"['268651', '284371', '6987667']"
2043924,"['2850055', '2538194', '2538191', '13651579']"
411921,['926021']
926021,['411921']
5049809,"['5573439', '5116036']"
2850055,"['7357206', '3978321', '2933110', '2937503', '3814920', '184872', '497528']"
2158369,"['2850055', '3207999', '2541857', '184872']"
2538191,"['2850055', '184872', '3955301', '2933110', '3607360']"
2538194,"['2933110', '2850055', '7357206', '13651579']"
2538184,"['2850055', '7357206', '184872', '2933110']"
1653072,"['2850055', '2538191', '2538184', '2522333', '2758221', '3978321', '2158835', '6199494']"
2158835,['2850055']
1675143,"['2522333', '2866004', '2850055', '2538191', '2538184', '184872', '13651579']"
2758221,"['7153937', '2850055', '2937503', '667498', '3978321', '3370393']"
1797334,"['2316620', '2416378', '1884106', '2470460']"
8719796,"['8564234', '1327382', '7780655']"
7606344,"['7679023', '3488550']"
8564234,"['1327382', '7921621', '8170966', '2158835']"
7437756,['26908']
9770522,['9221759']
359747,['568163']
9767415,['3491698']
7969144,"['1537333', '1537334']"
10673502,"['7969144', '8707852', '9447965', '9480987', '9700169', '10487831']"
9356439,['8622664']
9447965,"['1537334', '7813420', '8707852']"
9819381,"['7969144', '8670835', '8707852', '9447965']"
9891084,['9356439']
6289955,"['30507', '13651579']"
1664765,"['2158835', '1653072']"
1565658,"['2553192', '2850055']"
1327382,"['2538191', '1664765', '3978321', '2538184', '1653072', '2158835']"
8380639,"['1565658', '1351684']"
8382735,"['3488550', '3611202', '3621035', '2850055', '2919186', '2158835', '1327382']"
7679026,"['6172582', '1380374', '3488550', '1653074']"
1719549,['13651579']
8383563,"['1664768', '2167737']"
8590984,"['1565658', '2538194']"
1665729,['1653074']
6180162,"['926021', '14392240']"
6184468,"['4116105', '4120351', '4128659', '72146']"
6267608,['6933488']
6933488,['13651579']
13130789,['13130790']
14392241,['14392240']
268651,['331325']
284371,"['272670', '331325', '268651']"
6987667,"['331325', '268651', '272670', '284371']"
6100842,"['13651579', '119042']"
119042,"['411921', '926021']"
2919186,"['6172582', '6199494', '3488550']"
13651579,['2866002']
5573439,"['5780549', '5780550']"
5116036,['5573439']
26908,['13651579']
6802362,['7437756']
7086442,['7437756']
6249436,['6252996']
2553192,"['2850055', '3607360']"
2969267,"['7357206', '3755366', '3814917', '3814920', '3594084', '3676601', '13651579', '1276530', '184872']"
7357206,"['28807', '4451759', '184872']"
3978321,"['6478112', '7153937', '667498', '7357206', '184872']"
2933110,"['6322891', '3159458', '7357206', '184872', '13651579']"
2937503,['7334']
3814920,"['3814917', '13651579', '3755366']"
184872,['13651579']
497528,"['926021', '184872']"
3207999,['2866004']
2541857,"['2933110', '2850055', '7248665', '2969267', '497528', '184872', '13651579', '3607360']"
3955301,"['3159458', '7357206', '2933110']"
3607360,"['2933110', '1276530', '2937503', '497528', '3801784', '2943354', '7357206', '3978322', '3955301', '184872', '2432977']"
2522333,"['2850055', '667498', '7153937', '6478112', '3978321']"
6199494,"['6251201', '6958342', '6182939', '6184468']"
2866004,"['2866002', '6897522', '2866003', '497522', '2415197', '2415196']"
7153937,"['926021', '667498', '497528']"
667498,['4155973']
3370393,"['302726', '7153937', '6478112', '3978321', '2937503']"
3259257,['3491698']
2316620,"['2416378', '6958342']"
2416378,"['6192237', '6958342']"
1884106,"['2416378', '6958342']"
2470460,"['2416378', '6192237']"
2464382,"['6184468', '6192237', '6182939']"
7780655,"['8170966', '1327382']"
2436702,"['6172582', '6180162', '13651579']"
7921621,"['7679026', '7679023', '8382735', '1664765', '1653072', '2158835']"
9146885,['3179616']
10073743,"['7679023', '1565658', '10073743', '2158835']"
2207493,"['3370393', '3594084']"
2169944,"['13651579', '3370393']"
1849764,"['2522333', '1675143', '2158369', '7153937', '2850055', '2553192', '667498', '2538194', '2538191', '6478112', '2758221', '3978321', '2538184', '2158835']"
3179616,['13651579']
6376712,"['26908', '7437756', '6802362', '7086442']"
2538180,"['2850055', '184872', '3955301', '3607360']"
1422590,"['1675143', '2043924', '2538194', '2943354']"
9221759,['9221759']
568163,['359747']
3491698,['359747']
6192237,['6184468']
2379036,"['6172582', '6180162', '3488550', '926021', '2436702']"
1537333,['1537334']
1537334,['1537333']
8707852,"['1537334', '7969144', '7813420']"
9480987,['7969144']
9700169,"['8707852', '9447965', '9480987', '1537334', '7969144', '7813420']"
10487831,"['7969144', '9480987', '9700169']"
8622664,['7969144']
7813420,"['1537333', '1537334']"
8670835,['7969144']
30507,['13651579']
1351684,['1565658']
3611202,['3621035']
3621035,['3611202']
3676601,['3814920']
1380374,"['2167737', '1664768', '184872', '2538180', '13651579']"
1653074,['2167737']
1664768,"['2167737', '13651579']"
2167737,['13651579']
1315562,['2538184']
4116105,['13651579']
4120351,['4116105']
4128659,"['13651579', '4116105']"
72146,"['4116105', '4120351']"
13130790,['13130789']
331325,['268651']
272670,"['331325', '268651']"
4844137,"['5116036', '5049809', '5573439']"
2866002,"['497522', '2415196']"
5780549,['5780550']
5780550,['5780549']
5348470,['5780549']
6252996,['6249436']
4155973,['13651579']
3755366,"['1276530', '13651579']"
3814917,"['3755366', '13651579']"
3594084,['13651579']
1276530,['13651579']
28807,"['1276530', '184872']"
4451759,['13651579']
6478112,"['7153937', '667498', '7357206']"
6322891,"['6289955', '13651579']"
3159458,"['184872', '13651579']"
6132640,['13651579']
7334,['13651579']
2432977,['3978322']
2943354,"['2866003', '2866002', '1276530', '184872']"
3801784,"['1276530', '184872', '3978322', '2432977', '2943354']"
7248665,['184872']
6271321,"['28807', '1276530', '7357206', '184872', '13651579']"
3978322,['184872']
6251201,"['72146', '13651579']"
6182939,"['72146', '4116105', '6184468']"
13967257,"['13940786', '13971679']"
13971679,"['13940786', '13967257']"
13940786,"['13967257', '13971679']"
6897522,"['13651579', '497522']"
2866003,"['2866002', '497522', '2415197', '2415196']"
497522,['13651579']
2415197,"['2866002', '2866004', '497522', '2866003', '2415196']"
2415196,"['2866003', '2866004']"
302726,['5348470']
18715741,"['10622013', '12939891']"
20117908,['18665685']
20307795,"['20958844', '20117908']"
21371752,"['18259871', '22263709']"
19296223,['18286804']
21359109,"['18715741', '19296223']"
18458279,"['18552728', '18804923']"
21138199,"['20307793', '19008068']"
19089500,['18715741']
20627427,['10897189']
20307793,"['17434704', '17434708']"
20458550,['18715741']
21382667,"['21359109', '17434707', '17434708', '17434709']"
25040021,['22704124']
20307796,['21359109']
21773951,"['21359109', '18458279', '21138199', '18715741', '19089500', '20627427', '20307793', '20458550', '21382667']"
22036303,"['19874152', '21466501', '21844833']"
23332439,"['20106601', '21403039', '22534003', '21310583', '19089500', '18715741']"
25218919,"['21773951', '18804923', '20307796']"
26056209,"['20458550', '21359109', '21773951', '26350930', '23908999', '24615308', '25218919']"
22684424,['21844833']
23186149,"['12939891', '10622013', '22029398']"
18804923,['10897189']
8704540,['8704541']
18665685,['17434704']
20958844,['18665685']
18259871,['17129680']
22263709,"['19540702', '19736902']"
18552728,['409448']
19008068,"['17433862', '17434704', '17434705', '17434707', '17434708']"
10622013,['8704540']
12939891,"['10622013', '10695069']"
10897189,['8704540']
17434704,"['17514069', '17433862', '17433863', '17434705', '17434706', '17434707', '17434708', '17434709']"
17434708,"['17434704', '17129680']"
17434707,"['17434705', '17434704', '17433862']"
